variableMetadata	parentMZ	parentRT	Score	MonoisotopicMass	SMILES	InChIKey	Name	NoExplPeaks	NumberPeaksUsed	InChI	OfflineMetFusionScore	MaximumTreeDepth	Identifier	ExplPeaks	InChIKey3	InChIKey2	InChIKey1	FragmenterScore	MolecularFormula	FragmenterScore_Values	FormulasOfExplPeaks	q.value
variable_2265	760.5837	76.24999999998	2	759.577805117	CCCCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	WSBNPWBHAOQZJF-OIJJMQLXSA-N	PC(20:1(11Z)/14:0)	1	1	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-24-17-15-13-11-9-7-2/h19-20,40H,6-18,21-39H2,1-5H3/b20-19-/t40-/m1/s1	3.67850608306411	2	HMDB08295	184.074207595111_999.0	N	OIJJMQLXSA	WSBNPWBHAOQZJF	16.8106477240431	C42H82NO8P	NA	184.074207595111:[C5H13NO4P+H]+H+	0.318731975439948
variable_2281	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2285	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2287	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2315	267.1725	39.447	1.85310949605296	228.20893014	CC(C)CCCCCCCCCCC(O)=O	YYVJAABUJYRQJO-UHFFFAOYSA-N	12-Methyltridecanoic acid	3	3	InChI=1S/C14H28O2/c1-13(2)11-9-7-5-3-4-6-8-10-12-14(15)16/h13H,3-12H2,1-2H3,(H,15,16)	3.95159864765856	2	HMDB31072	98.9836728293469_999.0;155.047093771833_335.0;211.109695005903_243.3	N	UHFFFAOYSA	YYVJAABUJYRQJO	196.207809547174	C14H28O2	448.0;448.0;448.0	98.9836728293469:[C2H3O2+H]+K+;155.047093771833:[C6H11O2+H]+K+;211.109695005903:[C10H19O2+H]+K+	0.104195914444204
variable_2317	267.1725	39.447	1.85310949605296	228.20893014	CC(C)CCCCCCCCCCC(O)=O	YYVJAABUJYRQJO-UHFFFAOYSA-N	12-Methyltridecanoic acid	3	3	InChI=1S/C14H28O2/c1-13(2)11-9-7-5-3-4-6-8-10-12-14(15)16/h13H,3-12H2,1-2H3,(H,15,16)	3.95159864765856	2	HMDB31072	98.9836728293469_999.0;155.047093771833_335.0;211.109695005903_243.3	N	UHFFFAOYSA	YYVJAABUJYRQJO	196.207809547174	C14H28O2	448.0;448.0;448.0	98.9836728293469:[C2H3O2+H]+K+;155.047093771833:[C6H11O2+H]+K+;211.109695005903:[C10H19O2+H]+K+	0.104195914444204
variable_2351	400.343	82.09900000002	1.98497065210812	382.308309832	CC(CCCC(C)CCC(O)=O)CCCC(C)C(=O)OCCCCCC=C	PASMASQJCDKBJK-UHFFFAOYSA-N	Lepidiumterpenyl ester	5	6	InChI=1S/C23H42O4/c1-5-6-7-8-9-18-27-23(26)21(4)15-11-14-19(2)12-10-13-20(3)16-17-22(24)25/h5,19-21H,1,6-18H2,2-4H3,(H,24,25)	3.19990309469079	2	HMDB36865	45.0439738390346_207.0;60.0818352912064_294.1;85.0275850855943_999.0;86.0308271037312_163.5;341.267801007636_418.5	N	UHFFFAOYSA	PASMASQJCDKBJK	147.312284777603	C23H42O4	348.0;448.0;796.0;696.0;348.0	45.0439738390346:[C2H3]+NH4+;60.0818352912064:[C3H5+H]+NH4+;85.0275850855943:[C4H6O2-H]+;86.0308271037312:[C4H6O2]+;341.267801007636:[C20H37O4]+	0.112071028945784
variable_2386	342.2648	97.485	2	341.256608613	CCCCCCCCCC=CC(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C	JEOZLTJHDSKQIT-KRWDZBQOSA-N	trans-2-Dodecenoylcarnitine	4	4	InChI=1S/C19H35NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(20(2,3)4)15-16-18(21)22/h13-14,17H,5-12,15-16H2,1-4H3/t17-/m0/s1	3.69803258293123	2	HMDB13326	85.0288308969667_999.0;99.0428240678076_574.7;181.153353923409_424.3;283.189393376938_541.7	N	KRWDZBQOSA	JEOZLTJHDSKQIT	213.705340578164	C19H35NO4	665.0;708.0;360.0;305.0	85.0288308969667:[C4H5O2]+;99.0428240678076:[C5H6O2]+H+;181.153353923409:[C12H21O]+;283.189393376938:[C16H26O4]+H+	0.104148289310304
variable_2388	342.2648	97.485	2	341.256608613	CCCCCCCCCC=CC(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C	JEOZLTJHDSKQIT-KRWDZBQOSA-N	trans-2-Dodecenoylcarnitine	4	4	InChI=1S/C19H35NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(20(2,3)4)15-16-18(21)22/h13-14,17H,5-12,15-16H2,1-4H3/t17-/m0/s1	3.69803258293123	2	HMDB13326	85.0288308969667_999.0;99.0428240678076_574.7;181.153353923409_424.3;283.189393376938_541.7	N	KRWDZBQOSA	JEOZLTJHDSKQIT	213.705340578164	C19H35NO4	665.0;708.0;360.0;305.0	85.0288308969667:[C4H5O2]+;99.0428240678076:[C5H6O2]+H+;181.153353923409:[C12H21O]+;283.189393376938:[C16H26O4]+H+	0.104148289310304
variable_2396	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2411	428.3739	78.501	2	427.366159062	[H][C@@](CC([O-])=O)(C[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC	FNPHNLNTJNMAEE-HSZRJFAPSA-N	O-octadecanoyl-R-carnitine	3	3	InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3/t23-/m1/s1	4.14074459395334	2	HMDB62532	45.0439016129398_426.2;60.0796519502475_340.6;85.0279899980239_999.0	N	HSZRJFAPSA	FNPHNLNTJNMAEE	16.3082766604715	C25H49NO4	348.0;305.0;665.0	45.0439016129398:[CO2]+H+;60.0796519502475:[C3H9N]+H+;85.0279899980239:[C4H5O2]+	0.333761422340951
variable_2416	347.0876	89.28700000002	1.85501699587333	329.052050647	CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC	KLGMSAOQDHLCOS-UHFFFAOYSA-N	Mecarbam	3	3	InChI=1S/C10H20NO5PS2/c1-5-14-10(13)11(4)9(12)8-19-17(18,15-6-2)16-7-3/h5-8H2,1-4H3	1.29724960340756	2	HMDB31800	45.0441495974994_999.0;251.055609294298_543.1;297.049835409569_369.0	N	UHFFFAOYSA	KLGMSAOQDHLCOS	204.709847538402	C10H20NO5PS2	335.0;770.0;335.0	45.0441495974994:[C2H5O]+;251.055609294298:[C8H15NO4PS-H]+;297.049835409569:[C10H20NO5PS]+	0.104148289310304
variable_2435	302.2329	108.11500000002	2	301.225308485	CC(C)CCCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C	QBYXBONNCVATNQ-UHFFFAOYSA-N	2,6 Dimethylheptanoyl carnitine	5	5	InChI=1S/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3	3.88236686685822	2	HMDB06320	60.0796848309844_457.3;71.0856006504111_230.7;85.0289583650297_936.1;243.158461757785_999.0;285.168391161859_288.3	N	UHFFFAOYSA	QBYXBONNCVATNQ	326.52825047305	C16H31NO4	305.0;348.0;665.0;305.0;405.0	60.0796848309844:[C3H9N]+H+;71.0856006504111:[C5H11]+;85.0289583650297:[C4H5O2]+;243.158461757785:[C13H22O4]+H+;285.168391161859:[C15H28NO4-H]+	0.104148289310304
variable_2437	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2440	267.1725	39.447	1.85310949605296	228.20893014	CC(C)CCCCCCCCCCC(O)=O	YYVJAABUJYRQJO-UHFFFAOYSA-N	12-Methyltridecanoic acid	3	3	InChI=1S/C14H28O2/c1-13(2)11-9-7-5-3-4-6-8-10-12-14(15)16/h13H,3-12H2,1-2H3,(H,15,16)	3.95159864765856	2	HMDB31072	98.9836728293469_999.0;155.047093771833_335.0;211.109695005903_243.3	N	UHFFFAOYSA	YYVJAABUJYRQJO	196.207809547174	C14H28O2	448.0;448.0;448.0	98.9836728293469:[C2H3O2+H]+K+;155.047093771833:[C6H11O2+H]+K+;211.109695005903:[C10H19O2+H]+K+	0.104195914444204
variable_2444	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
variable_2453	701.5605	109.422	2	662.60018174	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCC(C)C(C)C	DWTYTVTUGPAKRN-QGLGPCELSA-N	Campesteryl linoleate	1	1	InChI=1S/C46H78O2/c1-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-44(47)48-39-30-32-45(6)38(34-39)26-27-40-42-29-28-41(46(42,7)33-31-43(40)45)37(5)25-24-36(4)35(2)3/h12-13,15-16,26,35-37,39-43H,8-11,14,17-25,27-34H2,1-7H3/b13-12-,16-15-	1.55197995901607	2	HMDB36287	184.074043565614_999.0	N	QGLGPCELSA	DWTYTVTUGPAKRN	13.4805225450483	C46H78O2	NA	184.074043565614:[C11H15-2H]+K+	0.377902843893208
variable_2456	192.16	106.30699999998	2	174.125594442	CCCCCCC(O)CC(O)=O	XBUXARJOYUQNTC-UHFFFAOYSA-N	(??????)-3-Hydroxynonanoic acid	7	7	InChI=1S/C9H18O3/c1-2-3-4-5-6-8(10)7-9(11)12/h8,10H,2-7H2,1H3,(H,11,12)	3.85183131326539	2	HMDB31513	59.0492393386106_137.2;98.0961536973169_164.2;116.105295958515_78.6;134.116435931081_40.4;138.127932745586_28.3;156.137960863179_236.1;174.148766690198_999.0	N	UHFFFAOYSA	XBUXARJOYUQNTC	400.405356257256	C9H18O3	348.0;708.0;448.0;448.0;920.0;460.0;460.0	59.0492393386106:[C2H3O2]+;98.0961536973169:[C7H14]+;116.105295958515:[C7H15O+H]+;134.116435931081:[C5H9O3-H]+NH4+;138.127932745586:[C9H16O-2H]+;156.137960863179:[C9H17O2-H]+;174.148766690198:[C9H17O2-H]+NH4+	0.104148289310304
variable_2458	703.5766	106.428	2	702.567574782	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC	RWKUXQNLWDTSLO-GWQJGLRPSA-N	Palmitoyl sphingomyelin	2	2	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	4.31291246748549	2	HMDB61712	125.000049742418_33.0;184.072962788492_999.0	N	GWQJGLRPSA	RWKUXQNLWDTSLO	20.4079383593749	C39H79N2O6P	765.0;460.0	125.000049742418:[C2H4O4P+H]+H+;184.072962788492:[C5H13NO4P+H]+H+	0.260422039412708
variable_2462	704.5786	109.54099999998	2	703.575399814	CCCCCCCCCCCCCCCC(=O)N[C@@]([H])(COP(O)(=O)OCC[N+](C)(C)C)[C@]([H])(O)\C=C\CCCCCCCCCCCCC	RWKUXQNLWDTSLO-GWQJGLRPSA-O	SM(d18:1/16:0)	1	1	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/p+1/b32-30+/t37-,38+/m0/s1	3.44708152647856	2	HMDB10169	184.074190766463_999.0	O	GWQJGLRPSA	RWKUXQNLWDTSLO	21.7182128583065	C39H80N2O6P	NA	184.074190766463:[C5H14NO4P]+H+	0.253161929667865
variable_2479	432.2401	40.788	1.99803171014229	414.204238692	COC1=CC(O)=C(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)C(C)=C1	ISKWRTCZWOXOOF-UHFFFAOYSA-N	Armillarin	22	23	InChI=1S/C24H30O6/c1-13-6-16(29-5)8-18(26)20(13)21(27)30-19-11-23(4)17-10-22(2,3)9-14(17)7-15(12-25)24(19,23)28/h6-8,12,14,17,19,26,28H,9-11H2,1-5H3	7.3514180564853	2	HMDB39380	43.0169814164385_3.7;69.0332488409515_3.5;81.0344879431414_3.7;83.0502651054529_1.8;97.0285751447862_2.2;107.083999352694_3.7;111.045353206311_3.4;119.085895376957_798.6;120.089610262049_3.1;127.038466992245_8.8;129.054665841979_7.1;133.06422584711_11.7;135.080869246412_131.6;147.065505641259_13.8;263.12807291782_3.1;277.1072975114_4.4;279.124718393142_1.7;281.140309338479_151.8;295.118616256672_19.8;397.201563234047_13.8;415.213898190712_999.0;416.214735337489_4.3	N	UHFFFAOYSA	ISKWRTCZWOXOOF	361.784564261037	C24H30O6	796.0;796.0;1044.0;1044.0;1256.0;808.0;1492.0;808.0;708.0;1044.0;1244.0;820.0;820.0;820.0;796.0;348.0;1244.0;796.0;1044.0;360.0;360.0;448.0	43.0169814164385:[C3H6+H]+;69.0332488409515:[C5H10-H]+;81.0344879431414:[C6H9]+;83.0502651054529:[C6H11]+;97.0285751447862:[C5H7O2-2H]+;107.083999352694:[C7H6O+H]+;111.045353206311:[C6H6O-H]+NH4+;119.085895376957:[C8H8O-H]+;120.089610262049:[C8H8O]+;127.038466992245:[C6H7O3]+;129.054665841979:[C6H7O3+2H]+;133.06422584711:[C8H6O2-H]+;135.080869246412:[C8H6O2+H]+;147.065505641259:[C9H8O2-H]+;263.12807291782:[C14H16O5-H]+;277.1072975114:[C16H21O4]+;279.124718393142:[C15H19O4-2H]+NH4+;281.140309338479:[C14H16O5-H]+NH4+;295.118616256672:[C14H13O6]+NH4+;397.201563234047:[C24H29O5]+;415.213898190712:[C24H29O5]+NH4+;416.214735337489:[C23H27O6-H]+NH4+	0.104148289310304
